

admin@DESKTOP-CTAGE42 MSYS /d/AlBrowserDownloads/cryptopp600a
mingw64 mingw-w64-x86_64-wineditline 2.205-1
mingw64 mingw-w64-x86_64-winico 0.6-2
mingw64 mingw-w64-x86_64-winpthreads-git 6.0.0.5134.2416de71-1
mingw64 mingw-w64-x86_64-winsparkle 0.5.2-1
mingw64 mingw-w64-x86_64-winstorecompat-git 5.0.0.4760.d3089b5-1
mingw64 mingw-w64-x86_64-wintab-sdk 1.4-2
mingw64 mingw-w64-x86_64-wkhtmltopdf-git 0.13.r1049.51f9658-1
mingw64 mingw-w64-x86_64-wslay 1.0.0-2
mingw64 mingw-w64-x86_64-wxPython 3.0.2.0-7
mingw64 mingw-w64-x86_64-wxWidgets 3.0.4-1
mingw64 mingw-w64-x86_64-x264-git r2901.7d0ff22e-1
mingw64 mingw-w64-x86_64-x265 2.8-1
mingw64 mingw-w64-x86_64-xalan-c 1.11-6
mingw64 mingw-w64-x86_64-xapian-core 1~1.4.4-1
mingw64 mingw-w64-x86_64-xavs 0.1.55-1
mingw64 mingw-w64-x86_64-xerces-c 3.2.1-1
mingw64 mingw-w64-x86_64-xlnt 1.2.0-1
mingw64 mingw-w64-x86_64-xmlsec 1.2.25-1
mingw64 mingw-w64-x86_64-xmlstarlet-git r678.9a470e3-2
mingw64 mingw-w64-x86_64-xpdf 4.00-1
mingw64 mingw-w64-x86_64-xpm-nox 4.2.0-5
mingw64 mingw-w64-x86_64-xvidcore 1.3.5-1
mingw64 mingw-w64-x86_64-xxhash 0.6.5-1
mingw64 mingw-w64-x86_64-xz 5.2.4-1
mingw64 mingw-w64-x86_64-yajl 2.1.0-1
mingw64 mingw-w64-x86_64-yaml-cpp 0.6.2-1
mingw64 mingw-w64-x86_64-yaml-cpp0.3 0.3.0-2
mingw64 mingw-w64-x86_64-yarn 1.7.0-1
mingw64 mingw-w64-x86_64-yasm 1.3.0-3
mingw64 mingw-w64-x86_64-z3 4.6.0-1
mingw64 mingw-w64-x86_64-zbar 0.10-2
mingw64 mingw-w64-x86_64-zeromq 4.2.3-2
mingw64 mingw-w64-x86_64-zimg 2.7.4-1
mingw64 mingw-w64-x86_64-zlib 1.2.11-1
mingw64 mingw-w64-x86_64-zopfli 1.0.1-1
mingw64 mingw-w64-x86_64-zstd 1.1.2-1
mingw64 mingw-w64-x86_64-zziplib 0.13.69-1
msys apr 1.5.2-1
msys apr-devel 1.5.2-1
msys apr-util 1.5.4-2
msys apr-util-devel 1.5.4-2
msys asciidoc 8.6.9-4
msys aspell 0.60.6.1-1
msys aspell-devel 0.60.6.1-1
msys atool 0.39.0-1
msys autoconf 2.69-3
msys autoconf-archive 2017.09.28-1
msys autoconf2.13 2.13-2
msys autogen 5.18.12-2
msys automake-wrapper 10-1
msys automake1.10 1.10.3-3
msys automake1.11 1.11.6-3
msys automake1.12 1.12.6-3
msys automake1.13 1.13.4-4
msys automake1.14 1.14.1-3
msys automake1.15 1.15.1-1
msys automake1.6 1.6.3-2
msys automake1.7 1.7.9-2
msys automake1.8 1.8.5-3
msys automake1.9 1.9.6-2
msys axel 2.16.1-1
msys bash 4.4.019-3 [已安装]
msys bash-completion 2.8-1 [已安装]
msys bash-devel 4.4.019-3
msys bc 1.07.1-1
msys binutils 2.28-1
msys bison 3.0.4-1
msys bisonc++ 6.00.00-1
msys bsdcpio 3.3.2-1 [已安装]
msys bsdtar 3.3.2-1 [已安装]
msys busybox 1.23.2-1
msys bzip2 1.0.6-2 [已安装]
msys bzr 2.7.0-2
msys bzr-fastimport 0.13.0-1
msys ca-certificates 20170717-2 [已安装]
msys ccache 3.3.4-1
msys cdecl 2.5-1
msys cgdb 0.7.0-1
msys clang-svn 60106.1d5b05f-1
msys cloc 1.72-1
msys cmake 3.10.2-1
msys cocom 0.996-2
msys colordiff 1.0.16-1
msys colormake-git r8.9c1d2e6-1
msys conemu-git r3330.34a88ed-1
msys coreutils 8.26-3 [已安装]
msys cpio 2.12-1
msys crosstool-ng 1.23.0-2
msys crosstool-ng-git 1.19.314.a483cd9-1
msys cscope 15.8b-1
msys ctags 5.8-2
msys curl 7.58.0-1 [已安装]
msys cvs 1.11.23-2
msys cygrunsrv 1.62-1
msys cyrus-sasl 2.1.26-8
msys dash 0.5.9.1-1 [已安装]
msys db 5.3.28-2
msys db-docs 5.3.28-2
msys dejagnu 1.5.3-1
msys delta 20060803-1
msys depot-tools-git r2542.77b74b5-1
msys dialog 1.3_20170509-1
msys diffstat 1.61-1
msys diffutils 3.6-1 [已安装]
msys docbook-dsssl 1.79-1
msys docbook-mathml 1.1CR1-1
msys docbook-sgml 4.5-1
msys docbook-sgml31 3.1-1
msys docbook-xml 4.5-2
msys docbook-xsl 1.78.1-3
msys docx2txt 1.4-1
msys dos2unix 7.4.0-1
msys doxygen 1.8.13-2
msys dtc 1.4.4-1 [已安装]
msys easyoptions-git r37.c481763-1
msys ed 1.14.2-1
msys elinks-git 0.13.4008.f86be659-1
msys emacs 25.2-3
msys expat 2.2.5-1
msys expect 5.45-1
msys fcode-utils 1.0.2-1
msys file 5.33-1 [已安装]
msys filesystem 2018.04-1 [已安装]
msys findutils 4.6.0-1 [已安装]
msys fish 2.7.1-2
msys flex 2.6.4-1 [已安装]
msys flexc++ 2.06.01-1
msys fzy 0.9-1
msys gamin 0.1.10-3
msys gamin-devel 0.1.10-3
msys gamin-python 0.1.10-3
msys gawk 4.2.0-1 [已安装]
msys gcc 7.3.0-1
msys gcc-fortran 7.3.0-1
msys gcc-libs 7.3.0-1 [已安装]
msys gdb 7.11.1-1
msys gdbm 1.11-3
msys gengetopt 2.22.6-3
msys getent 2.18.90-2 [已安装]
msys getopt 1.1.6-1
msys gettext 0.19.8.1-1 [已安装]
msys gettext-devel 0.19.8.1-1
msys git 2.17.1-1
msys git-bzr-ng-git r61.9878a30-1
msys git-extras-git 4.3.0-1
msys git-flow 1.11.0-1
msys glib2 2.48.2-1 [已安装]
msys glib2-devel 2.48.2-1
msys glib2-docs 2.48.2-1
msys global 6.6.2-1
msys gmp 6.1.2-1 [已安装]
msys gmp-devel 6.1.2-1
msys gnome-doc-utils 0.20.10-1
msys gnu-netcat 0.7.1-1
msys gnupg 1.4.22-3 [已安装]
msys gnutls 3.6.1-1
msys gperf 3.1-1
msys gradle 4.7-1
msys gradle-doc 4.7-1
msys grep 3.0-1 [已安装]
msys grml-zsh-config 0.14.2-1
msys groff 1.22.3-1
msys gtk-doc 1.26-1
msys guile 2.2.3-1
msys gyp-git r2114.a2738d85-1
msys gzip 1.9-1 [已安装]
msys heimdal 1.5.3-9
msys heimdal-devel 1.5.3-9
msys heimdal-libs 1.5.3-9 [已安装]
msys help2man 1.47.5-1
msys hexcurse 1.60.0-1
msys icmake 9.02.02-1
msys icon-naming-utils 0.8.90-1
msys icu 60.2-1 [已安装]
msys icu-devel 60.2-1
msys idutils 4.6-2
msys inetutils 1.9.4-1 [已安装]
msys info 6.3-1 [已安装]
msys intltool 0.51.0-2
msys irssi 1.0.7-1
msys isl 0.18-1
msys isl-devel 0.18-1
msys itstool 2.0.2-2
msys jansson 2.10-1
msys jansson-devel 2.10-1
msys jhbuild-git 9425.76669ac0-1
msys jsoncpp 1.8.3-1
msys jsoncpp-devel 1.8.3-1
msys lemon 3.8.7.0-1
msys less 529-1 [已安装]
msys lftp 4.7.8-1
msys libarchive 3.3.2-1 [已安装]
msys libarchive-devel 3.3.2-1
msys libargp 20110921-1 [已安装]
msys libargp-devel 20110921-1
msys libasprintf 0.19.8.1-1 [已安装]
msys libassuan 2.4.3-1 [已安装]
msys libassuan-devel 2.4.3-1
msys libatomic_ops-devel 7.6.0-1
msys libbobcat 4.07.00-1
msys libbz2 1.0.6-2 [已安装]
msys libbz2-devel 1.0.6-2
msys libcares 1.13.0-1
msys libcares-devel 1.13.0-1
msys libcrypt 2.1-1 [已安装]
msys libcrypt-devel 2.1-1
msys libcurl 7.58.0-1 [已安装]
msys libcurl-devel 7.58.0-1
msys libdb 5.3.28-2 [已安装]
msys libdb-devel 5.3.28-2
msys libedit 3.1-20170329 [已安装]
msys libedit-devel 3.1-20170329
msys libevent 2.1.8-1
msys libevent-devel 2.1.8-1
msys libexpat 2.2.5-1 [已安装]
msys libexpat-devel 2.2.5-1
msys libffi 3.2.1-1 [已安装]
msys libffi-devel 3.2.1-1
msys libgc 7.6.0-1
msys libgc-devel 7.6.0-1
msys libgcrypt 1.8.1-1 [已安装]
msys libgcrypt-devel 1.8.1-1
msys libgdbm 1.11-3
msys libgdbm-devel 1.11-3
msys libgettextpo 0.19.8.1-1 [已安装]
msys libgnutls 3.6.1-1
msys libgnutls-devel 3.6.1-1
msys libgpg-error 1.27-1 [已安装]
msys libgpg-error-devel 1.27-1
msys libgpgme 1.6.0-1 [已安装]
msys libgpgme-devel 1.6.0-1
msys libguile 2.2.3-1
msys libguile-devel 2.2.3-1
msys libhogweed 3.3-1
msys libiconv 1.15-1 [已安装]
msys libiconv-devel 1.15-1
msys libidn 1.33-1
msys libidn-devel 1.33-1
msys libidn2 2.0.4-2 [已安装]
msys libidn2-devel 2.0.4-2
msys libintl 0.19.8.1-1 [已安装]
msys libksba 1.3.5-1
msys libksba-devel 1.3.5-1
msys libltdl 2.4.6-2
msys liblzma 5.2.3-1 [已安装]
msys liblzma-devel 5.2.3-1
msys liblzo2 2.10-1 [已安装]
msys liblzo2-devel 2.10-1
msys libmetalink 0.1.3-2 [已安装]
msys libmetalink-devel 0.1.3-2
msys libneon 0.30.2-1
msys libneon-devel 0.30.2-1
msys libnettle 3.3-1 [已安装]
msys libnettle-devel 3.3-1
msys libnghttp2 1.30.0-1 [已安装]
msys libnghttp2-devel 1.30.0-1
msys libnpth 1.5-1
msys libnpth-devel 1.5-1
msys libopenssl 1.0.2.m-1 [已安装]
msys libp11-kit 0.23.9-1 [已安装]
msys libp11-kit-devel 0.23.9-1
msys libpcre 8.40-2 [已安装]
msys libpcre16 8.40-2 [已安装]
msys libpcre32 8.40-2 [已安装]
msys libpcrecpp 8.40-2 [已安装]
msys libpcreposix 8.40-2 [已安装]
msys libpipeline 1.4.1-1
msys libpipeline-devel 1.4.1-1
msys libpsl 0.19.1-1 [已安装]
msys libpsl-devel 0.19.1-1
msys libqrencode-git v3.4.3.r243.g1ef82bd-1
msys libreadline 7.0.003-2 [已安装]
msys libreadline-devel 7.0.003-2
msys librhash 1.3.6-1
msys librhash-devel 1.3.6-1
msys libsasl 2.1.26-8
msys libsasl-devel 2.1.26-8
msys libserf 1.3.9-1
msys libserf-devel 1.3.9-1
msys libsqlite 3.21.0-2 [已安装]
msys libsqlite-devel 3.21.0-2
msys libssh2 1.8.0-1 [已安装]
msys libssh2-devel 1.8.0-1
msys libtasn1 4.13-1 [已安装]
msys libtasn1-devel 4.13-1
msys libtirpc 0.2.5-1
msys libtirpc-devel 0.2.5-1
msys libtool 2.4.6-2
msys libtre-devel-git 0.8.0.128.6fb7206-1
msys libtre-git 0.8.0.128.6fb7206-1
msys libunistring 0.9.7-2 [已安装]
msys libunistring-devel 0.9.7-2
msys libunrar 5.6.4-1
msys libunrar-devel 5.6.4-1
msys libutil-linux 2.26.2-1 [已安装]
msys libutil-linux-devel 2.26.2-1
msys libuv 1.19.1-1
msys libuv-devel 1.19.1-1
msys libxml2 2.9.7-2 [已安装]
msys libxml2-devel 2.9.7-2
msys libxml2-python 2.9.7-2
msys libxslt 1.1.32-1 [已安装]
msys libxslt-devel 1.1.32-1
msys libxslt-python 1.1.32-1
msys libyaml 0.1.7-1
msys libyaml-devel 0.1.7-1
msys lld-svn 4595.3511ec1-1
msys llvm-svn 124592.2aebced-1
msys lndir 1.0.3-1 [已安装]
msys lzip 1.19-1
msys m4 1.4.18-1 [已安装]
msys make 4.2.1-1 [已安装]
msys make-git 4.1.8.g292da6f-1
msys man-db 2.7.6-3
msys man-pages-posix 2013_a-1
msys markdown 1.0.1-1
msys mc 4.8.20-1
msys mercurial 4.4.2-1
msys mingw-w64-cross-binutils 2.25.1-1
msys mingw-w64-cross-crt-clang-git 5.0.0.4631.3deeda3-1
msys mingw-w64-cross-crt-git 6.0.0.5097.36d7b92b-1
msys mingw-w64-cross-gcc 6.4.0-2
msys mingw-w64-cross-headers-git 6.0.0.5097.36d7b92b-1
msys mingw-w64-cross-tools-git 6.0.0.5099.5e5f06f6-1
msys mingw-w64-cross-windows-default-manifest 6.4-2
msys mingw-w64-cross-winpthreads-git 6.0.0.5098.954a358c-1
msys mingw-w64-cross-winstorecompat-git 6.0.0.5099.5e5f06f6-1
msys mingw-w64-cross-zlib 1.2.11-1
msys mintty 1~2.8.5-1 [已安装]
msys mksh 56.c-1
msys moreutils 0.62-1
msys mosh 1.3.2-1
msys mpc 1.1.0-1
msys mpc-devel 1.1.0-1
msys mpdecimal 2.4.2-2
msys mpdecimal-devel 2.4.2-2
msys mpfr 4.0.1-1 [已安装]
msys mpfr-devel 4.0.1-1
msys msys2-keyring r9.397a52e-1 [已安装]
msys msys2-launcher-git 0.3.32.56c2ba7-2 [已安装]
msys msys2-runtime 2.10.0-2 [已安装]
msys msys2-runtime-devel 2.10.0-2
msys msys2-w32api-headers 6.0.0.5097.36d7b92b-1
msys msys2-w32api-runtime 6.0.0.5097.36d7b92b-1
msys mutt 1.9.5-1
msys nano 2.9.7-1
msys nano-syntax-highlighting-git 299.5e776df-1
msys nasm 2.13.03-1
msys ncurses 6.1.20180526-1 [已安装]
msys ncurses-devel 6.1.20180526-1
msys nettle 3.3-1
msys nghttp2 1.30.0-1
msys openbsd-netcat 1.130-3
msys openssh 7.6p1-2
msys openssl 1.0.2.m-1 [已安装]
msys openssl-devel 1.0.2.m-1
msys p11-kit 0.23.9-1 [已安装]
msys p7zip 16.02-1
msys pacman 5.0.1-7 [已安装]
msys pacman-mirrors 20180419-1 [已安装]
msys pactoys-git r2.07ca37f-1 [已安装]
msys parallel 20171222-1
msys pass 1.7.1-1
msys patch 2.7.6-1
msys patchutils 0.3.4-1
msys pax-git 20161104.2-1 [已安装]
msys pcre 8.40-2 [已安装]
msys pcre-devel 8.40-2
msys perl 5.24.4-1
msys perl-Algorithm-Diff 1.1903-1
msys perl-Archive-Zip 1.60-1
msys perl-Authen-SASL 2.16-2
msys perl-Benchmark-Timer 0.7107-1
msys perl-Capture-Tiny 0.46-1
msys perl-Carp-Clan 6.06-1
msys perl-Compress-Bzip2 2.26-1
msys perl-Convert-BinHex 1.125-1
msys perl-Crypt-SSLeay 0.73_06-1
msys perl-DBI 1.640-2
msys perl-Date-Calc 6.4-1
msys perl-Digest-HMAC 1.03-2
msys perl-Digest-MD4 1.9-2
msys perl-Encode-Locale 1.05-1
msys perl-Encode-compat 0.07-1
msys perl-Error 0.17025-1
msys perl-Exporter-Lite 0.06-1
msys perl-Exporter-Tiny 1.000000-1
msys perl-ExtUtils-Depends 0.405-1
msys perl-ExtUtils-PkgConfig 1.16-1
msys perl-File-Copy-Recursive 0.40-1
msys perl-File-Listing 6.04-2
msys perl-File-Next 1.16-1
msys perl-File-Which 1.22-1
msys perl-Font-TTF 1.06-1
msys perl-Getopt-ArgvFile 1.11-1
msys perl-Getopt-Tabular 0.3-1
msys perl-HTML-Parser 3.72-2
msys perl-HTML-Tagset 3.20-2
msys perl-HTTP-Cookies 6.04-1
msys perl-HTTP-Daemon 6.01-2
msys perl-HTTP-Date 6.02-2
msys perl-HTTP-Message 6.14-1
msys perl-HTTP-Negotiate 6.01-2
msys perl-IO-HTML 1.001-1
msys perl-IO-Socket-INET6 2.72-4
msys perl-IO-Socket-SSL 2.054-1
msys perl-IO-String 1.08-9
msys perl-IO-stringy 2.111-1
msys perl-IPC-Run3 0.048-1
msys perl-LWP-MediaTypes 6.02-2
msys perl-LWP-Protocol-https 6.07-1
msys perl-List-MoreUtils 0.428-1
msys perl-List-MoreUtils-XS 0.428-1
msys perl-Locale-Gettext 1.07-2
msys perl-MIME-Charset 1.012.2-1
msys perl-MIME-tools 5.509-1
msys perl-MailTools 2.20-1
msys perl-Module-Build 0.4224-1
msys perl-Mozilla-CA 20160104-1
msys perl-Net-DNS 1.15-1
msys perl-Net-HTTP 6.17-1
msys perl-Net-IP 1.26-2
msys perl-Net-SMTP-SSL 1.04-1
msys perl-Net-SSLeay 1.84-1
msys perl-Path-Class 0.37-1
msys perl-Probe-Perl 0.03-2
msys perl-Regexp-Common 2017060201-1
msys perl-Socket6 0.28-2
msys perl-Sort-Versions 1.62-1
msys perl-Sys-CPU 0.61-4
msys perl-TAP-Harness-Archive 0.18-1
msys perl-TermReadKey 2.37-2
msys perl-Test-Harness 3.39-1
msys perl-Test-Pod 1.51-1
msys perl-Test-Script 1.23-1
msys perl-Test-Simple 1.302122-1
msys perl-Text-CharWidth 0.04-2
msys perl-Text-WrapI18N 0.06-1
msys perl-TimeDate 2.30-2
msys perl-Try-Tiny 0.30-1
msys perl-URI 1.73-1
msys perl-Unicode-GCString 2017.004-1
msys perl-WWW-RobotRules 6.02-2
msys perl-XML-LibXML 2.0132-1
msys perl-XML-NamespaceSupport 1.12-1
msys perl-XML-Parser 2.44-3
msys perl-XML-SAX 0.99-2
msys perl-XML-SAX-Base 1.09-1
msys perl-XML-Simple 2.24-1
msys perl-YAML 1.24-1
msys perl-YAML-Syck 1.30-1
msys perl-YAML-Tiny 1.70-1
msys perl-ack 2.22-1
msys perl-common-sense 3.74-1
msys perl-inc-latest 0.500-1
msys perl-libwww 6.31-2
msys perl-sgmls 1.03ii-1
msys pinentry 0.9.7-1
msys pkg-config 0.29.2-1 [已安装]
msys pkgfile 17-1 [已安装]
msys po4a 0.52-1
msys procps 3.2.8-2
msys procps-ng 3.3.12-1
msys protobuf 2.6.1-1
msys protobuf-devel 2.6.1-1
msys psmisc 22.21-2
msys publicsuffix-list 20180307.654.ae33511-1
msys pv 1.6.0-2
msys pwgen 2.07-1
msys python 3.6.2-1
msys python2 2.7.13-1
msys python2-appdirs 1.4.3-2
msys python2-beaker 1.9.0-1
msys python2-colorama 0.3.9-1
msys python2-distutils-extra 2.39-1
msys python2-fastimport 0.9.4-1
msys python2-mako 1.0.7-1
msys python2-markupsafe 1.0-1
msys python2-mock 1.0.1-2
msys python2-nose 1.3.7-2
msys python2-packaging 16.8-3
msys python2-pip 9.0.1-3
msys python2-py 1.4.34-1
msys python2-pyalpm 0.8-3
msys python2-pygments 2.2.0-1
msys python2-pyparsing 2.2.0-2
msys python2-pytest 3.2.1-1
msys python2-setuptools 36.4.0-1
msys python2-setuptools-scm 1.15.6-1
msys python2-six 1.10.0-5
msys python3-appdirs 1.4.3-2
msys python3-beaker 1.9.0-1
msys python3-colorama 0.3.9-1
msys python3-distutils-extra 2.39-1
msys python3-fastimport 0.9.4-1
msys python3-mako 1.0.7-1
msys python3-markupsafe 1.0-1
msys python3-mock 1.0.1-2
msys python3-nose 1.3.7-2
msys python3-packaging 16.8-3
msys python3-pip 9.0.1-3
msys python3-py 1.4.34-1
msys python3-pyalpm 0.8-3
msys python3-pygments 2.2.0-1
msys python3-pyparsing 2.2.0-2
msys python3-pytest 3.2.1-1
msys python3-setuptools 36.4.0-1
msys python3-setuptools-scm 1.15.6-1
msys python3-six 1.10.0-5
msys quilt 0.65-2
msys rarian 0.8.1-1
msys rcs 5.9.4-2
msys re2c 1.0.3-1
msys rebase 4.4.2-1 [已安装]
msys remake-git 4.1.2957.e3e34dd9-1
msys rhash 1.3.6-1
msys rsync 3.1.3-1
msys rsync2 3.1.3dev_msys2.7.0_r3-0
msys ruby 2.4.0-2
msys ruby-docs 2.4.0-2
msys scons 2.5.1-1
msys screenfetch 3.7.0-1
msys sed 4.4-2 [已安装]
msys setconf 0.7.4-1
msys sgml-common 0.6.3-1
msys sharutils 4.15.2-1
msys socat 1.7.3.2-1
msys sqlite 3.21.0-2
msys sqlite-doc 3.21.0-2
msys ssh-pageant-git 1.4.12.g6f47092-1
msys sshpass 1.06-1
msys subversion 1.9.7-2
msys swig 3.0.12-1
msys tar 1.30-1
msys task 2.5.1-2
msys tcl 8.5.18-1
msys tcsh 6.20.00-2
msys termbox 1.1.0-2
msys texinfo 6.3-1
msys texinfo-tex 6.3-1
msys tftp-hpa 5.2-2 [已安装]
msys tig 2.3.2-1
msys time 1.7-1 [已安装]
msys tio 1.25-1
msys tmux 2.7-1
msys tmux-git 2.5.94.g73b9328c-1
msys tree 1.7.0-1
msys ttyrec 1.0.8-1 [已安装]
msys txt2html 2.5201-1
msys txt2tags 2.6-5
msys tzcode 2018.c-1 [已安装]
msys ucl 1.03-2
msys ucl-devel 1.03-2
msys unrar 5.6.4-1
msys unzip 6.0-2
msys upx 3.94-1
msys util-linux 2.26.2-1 [已安装]
msys util-macros 1.19.0-1
msys vifm 0.9.1-1
msys vim 8.1.0022-1
msys vimpager 2.06-1
msys vimpager-git r279.bc5548d-1
msys w3m 0.5.3-2
msys wcd 6.0.2-1
msys wget 1.19.4-1 [已安装]
msys which 2.21-2 [已安装]
msys whois 5.2.15-1
msys windows-default-manifest 6.4-1
msys winln 1.1-1
msys winpty 0.4.3-1
msys xdelta3 3.1.0-1
msys xmlto 0.0.28-1
msys xorriso 1.4.8-1
msys xproto 7.0.26-1
msys xz 5.2.3-1 [已安装]
msys yasm 1.3.0-2 [已安装]
msys yasm-devel 1.3.0-2
msys yelp-tools 3.18.0-1
msys yelp-xsl 3.20.0-1
msys yodl 3.08.02-1
msys zip 3.0-1
msys zlib 1.2.11-1 [已安装]
msys zlib-devel 1.2.11-1
msys znc-git r4812.15ccaca4-1
msys zsh 5.5.1-1
msys zsh-doc 5.5.1-1
